,tv_model,category,price,dimension,discounted,discount_rate,reviews,brand,num_of_reviews
275,"HISENSE - Smart TV LED FHD 40"" 40A5700FA-Black",Smart TV,"€ 249,00",Dimensione schermo-pollici : 40 pollici,True,-7.0%,"["" Bonne télévison, très belle qualité d'image, télévison connecté WIFI, bonne connectique, juste le point négatif le temps de réaction lors du passage HDMI aux chaines par exemple ou a Youtube ,prévoir un petit home cinéma , le son n'est pas optimale, sinon ca reste un très bon rapport qualité-prix, je recommande . "", "" Téléviseur de bonne facture reçu dans un bon emballage. Le montage a été très simple car il ne s'agit que de fixer deux pieds.La mise en route s'est très bien déroulée et la connexion au réseau internet est très facile à effectuer, que ce soit par câble Ethernet ou par wifi. "", "" Produit de bonne finition. Manque une notice explicite pour une bonne configuration ( en particulier pour le module CI+ avec la carte Fransat). Son temps de réactivité est très long pour l'accès au menu et passer de l'écran d'accueil a un service. "", "" Cher client,Je vous remercie d'avoir pris le temps de partager votre avis sur la TV.Je suis navrée de constater que ce produit ne vous ait pas satisfait.N'hésitez pas à contacter notre SAV afin qu'un technicien puisse vous apporter une aide personnalisée quant aux réglages du TV.Je vous souhaite une agréable journéePaulineResponsable marketing produits "", ' Tv lente.15 secondes avant de changer de chaînes, pourtant ma connexion internet est bonne et stableJe ne conseille pas du tout Un vendeur peut il me dire pourquoi?Merci de votre retour ', ' Selon la notice la mise en route aurait du etre rapide en wifi, mais 1 mois apres reception et avoir demande a plusieurs personnes, impossible de visionner des images ou des chaines... ', "" J'ai acheté ce téléviseur pour la chambre de mon fils la qualité d'image n'est pas au rdv du tout mais en même temps à ce prix là il fallait s'y attendre. "", "" Cher client,Je vous remercie d'avoir pris le temps de partager votre avis sur la TV.Je suis navrée de constater que ce produit ne vous ait pas satisfait.N'hésitez pas à contacter notre SAV afin qu'un technicien puisse vous accompagner dans la calibration de l'image pour obtenir une image plus belle et préciseJe vous souhaite une agréable journéePaulineResponsable marketing produits "", ' Bon rapport qualité prix, sur la tv pas de bouton pour changer de chaine ou régler le volume.si les pile de la télécommande sont vide pas de tv ', ' Deuxième téléviseur spécial chambreGrand ecran,belle image Malgré quelques réglages à faire ']",HISENSE ,10
276,"PANASONIC - Smart TV LED 4K HDR Android TV 65"" TX-65JX800E-nero",Tv 4K,"€ 749,00",Dimensione schermo-pollici : 65 pollici,True,-32.0%,[],PANASONIC ,0
277,"SONY - Smart TV OLED 4K 65"" XR65A75KAEP-Nero",Tv 4K,"€ 1.799,00",Dimensione schermo-pollici : 65 pollici,False,,[' La migliore tv 4K mai vista! Colori e Connessioni davvero eccellenti. '],SONY ,1
278,"QBELL - Smart TV LED UHD 4K 55"" QT55GXF93-NERO",Tv 4K,"€ 349,99",Dimensione schermo-pollici : 55 pollici,False,,[],QBELL ,0
279,"MAJESTIC - Smart TV LED HD READY 32"" ST32VD-NERO",Smart TV,"€ 159,00",Dimensione schermo-pollici : 32 pollici,False,,[],MAJESTIC ,0
280,"SONY - Smart TV LED BRAVIA UHD 4K 65"" KD65X81JAEP-Nero",Tv 4K,"€ 819,00",Dimensione schermo-pollici : 65 pollici,False,,"[' Ottimo il televisore più che ottimo il prezzo dell\'offerta, ma quello che ho risparmiato ce l\'ho rimesso a causa dello spedizioniere che non prende assolutamente in considerazione le richieste segnate in fase di accettazione del contratto di vendita. Ho dovuto prendere per due volte il permesso a lavoro. La prima volta non sono passati e hanno riprogrammato dopo un\'altra settimana. Hanno anche detto che hanno la prova di essere passati ma quando ho chiesto di visionare la ""foto del citofono"" OVVIAMENTE non me l\'hanno mandata.Euronics OK ma cambiate spedizioniere. ', ' Excellente tv, livraison parfaite, seul bémol les pieds sont un peu fragiles pour la taille de la TV ']",SONY ,2
281,"SHARP - Smart TV Q-LED UHD 4K 55"" 55EQ4EA-SILVER",Tv Qled,"€ 599,00",Dimensione schermo-pollici : 55 pollici,False,,[],SHARP ,0
282,"TCL - Smart TV Q-LED 4K 50"" 50C725",Tv Qled,"€ 366,00",Dimensione schermo-pollici : 50 pollici,True,-48.0%,"[' Les sources 4K et HD passent bien sous réserve de laisser les parametres de base de la TV, sinon c\'est la catastrophe.Les sources SD ne passent clairement pas - ce téléviseur n\'est pas fait pour upscaler une source SD. (j\'ai voulu regarder ""Friends"" au secours!Les couleurs nécessitent un réglage pour être correct.Tres bien pour les jeux et les applications android tournent correctement mais attention ce TV n\'est pas compatible avec DYSNEY+. le SAV dit que le problème sera résolue sur la prochaine mise à jour. Mais aucune date annoncée.Pour résumer, pour le prix c\'est un bon 50 pouces d\'entrée de gamme pour peu que vous ayez une source 4k ou HD. ', "" Cher client,Je vous remercie d'avoir pris le temps de partager votre avis sur la TV.Je suis navrée de constater que ce produit ne vous ait pas satisfait.Les TV TCL intègrent un traitement de l'image dit upscaling pour améliorer les contenus non 4K. Néanmoins, ce process a ses limites si la définition d'origine est trop faible. Je vous recommande donc en effet d’utiliser des fichiers de haute qualité minimum Full HD (1080p) ou 4K également dit Ultra HD pour bénéficier de la meilleure expérience visuelle.Le problème de disponibilité de Disney + sur cette série a désormais été corrigé par mise à jour.Je vous souhaite une agréable journéePaulineResponsable marketing produits "", "" J'ai pris du temps pour acheté un nouveau téléviseur. Ne sachant pas grand chose sur la cette marque, j'ai fais le tour des marque dans mon budget. Au final j'ai pris l'option TCL 127cm QLED, pour le quel les avis des clients Boulanger mon aidés pour ce choix aujourd'hui je suis plus que satisfait du produit. Très belle image, super son mais encore mieux avec une barre de son. Une TV complète avec un design sympa. Tout ce qu'il faut pour une famille qui a des programme très différents. "", "" JE VOULAIS CHANGER MA TV SAMSUNG QUI A FAIS SON TEMPS.  J'AI BEAUCOUP HESITE SUR CE MODELE TCL 50C725 QLED AVEC LES MARQUE HABITUELLE SAMSUNG, LG, ETC.... ET PUIS JE ME SUIS LANCER ET AUJOURD'HUI JE SUIS PLUS QUE SATISFAIT DE MON ACHAT. LA QUALITE DE L'IMAGE EST IMPECCABLE ET LE SON EST TRES BON, MÊME SI IL EST ENCORE MEILLEUR AVEC UNE BARRE DE SON. AU FINAL APRES UTILISATION DU PRODUIT ET DE SES OPTIONS MULTIPLES, JE RECOMMANDE SANS HESITATION CE PRODUIT. AGREABLEMENT SURPRIS "", "" Satisfaits dans l'ensemble : le son est top. La possibilité de chromecaster est très pratique et simple à mettre en oeuvre. Par contre, la version de l'application Disney + installée ne fonctionne pas avec l'appareil. Inutile donc même si on a un abonnement Disney, solution caster depuis son ordi mais la qualité image est moindre.Attention ausdi les applications android TV disponibles ne sont pas les mêmes que sur téléphone : pas de chrome ni de gmail ou drive etc... "", "" Le côté Android tv est un peu mal fait pour avoir les chaînes via la connexion de la box. Mais apparemment, ce n'est pas dû à la TV en elle même, d'après ce que j'ai vu.Je suis content de mon achat, la taille et la qualité d'image me conviennent, le son est plutôt moyen, il faut monter aux alentours de 25 au niveau du son pour entendre correctement. "", ' Qualité Exceptionnelle, bords ultra fins avec cadre alum magnifique et taille parfaite (pas trop grande comme les 65"" ou plus)Config et utilisation ultra simple et image au top! Le son est un vrai plus avec un bon rendu des basses et une belle spacialisation!Service Boulanger très rapide et efficace! ', ' Très bonne qualité d’image et super son ! J’ai acheté cette tv pour une chambre et c’est le top. Juste l’application disney+ qui est pas dispo sur le playstore et la tv rame un peu quand on navigue dans les applications. Sinon très bonne tv. Je suis vraiment surpris par la qualité du son. ', "" Bon rapport qualité prix ... mais ... Tout est simple à installer, bonne réception de signal, bonne qualité de son, un petit bémol sur la qualité de l'image, bien que les réglages paraissent équilibrés on observe de grosses lignes de contraste entre certains dégradés de couleurs. ""]",TCL ,9
283,"PHILIPS - Smart TV LED UHD 4K 43"" 43PUS8857/12-Silver",Tv 4K,"€ 729,00",Dimensione schermo-pollici : 43 pollici,True,-9.0%,"["" Salve,il titolo non deve sviare non è una richiesta di garanzia ma una conferma!!!.Posseggo tv philips da sempre ed in vari formati 32/43/55 ..l'ultimo acquisto un 43  serie The One che dire perfetto ,ho provato si altre marche lg /sansung buone ma la philips a parer mio è imbattibile, qualità sotto tutte le forme dai materiali alle rifiniture alle funzionalità,qualità video  con la ciliegina Ambilight(spettacolo luci spente e solo lui che illumina la stanza!!)insomma cliente super contento "", ' Wir haben einen guten Fernseher für unseren Junior gesucht, welcher auch Monitor bei Spielen geeignet ist. Wir sind dann auf den 8837 gestoßen. Dieser hat 120Hz VRR und die Kombination mit Ambilight fanden wir optimal für Gaming. Da auch noch Android mit PlayStore verfügbar ist, war die Entscheidung gefallen. Bis heute haben wir den Kauf keine Sekunde bereut. Danke für die nette Beratung bei Euronics. Gern wieder. ']",PHILIPS ,2
284,"SONY - Smart TV BRAVIA LED UHD 4K 50"" KD50X85KAEP",Tv 4K,"€ 849,00",Dimensione schermo-pollici : 50 pollici,True,-14.0%,[],SONY ,0
285,"HISENSE - Smart TV LED UHD 4K 58"" 58A6HG-Black",Tv 4K,"€ 414,00",Dimensione schermo-pollici : 58 pollici,True,-31.0%,[],HISENSE ,0
286,"SHARP - Smart TV LED UHD 4K 55"" 55FN7E-Nero",Tv 4K,"€ 449,00",Dimensione schermo-pollici : 55 pollici,True,-7.0%,[],SHARP ,0
287,"TOSHIBA - Smart TV LED UHD 4K 43"" 43UA2063DA",Tv 4K,"€ 289,00",Dimensione schermo-pollici : 43 pollici,True,-52.0%,[],TOSHIBA ,0
288,"LG - Smart TV NanoCell 4K 50"" 50NANO816PA-Meteor Gray",Tv NanoCell,"€ 696,00",Dimensione schermo-pollici : 50 pollici,True,-3.0%,"[' Das Scrollrad ist viel zu klein und dazu kommt, dass die Abstufung zu stark ist. Dafür gibt es leider einen Stern Abzug. Wer das Modell MR18xx hat könnte eine Enttäuschung  erleben. Die Tasten für Rakuten,  Netflix usw. führen aus Protest zum Punktabzug. Öffnen der Senderliste  und umschalten der Sender dauert für mein Gefühl etwas länger. Vergleich Model 49 UH668V Die Senderliste lässt sich nur noch über die Taste öffnen, nicht mehr einfach mit der ""Maus"" am rechten Rand.Bild und Ton sind, wie ich erwartet habe, wirklich super. Die Senderliste muss auch positiv erwähnt  werden.  Es gibt nun die Möglichkeit direkt die nachfolgende Sendung anzeigen zu lassen.Auch wenn die positiven Punkte sehr kurz kommen so überzeugen und überwiegen sie aber deutlich. ', ' comprato in primavera del 21 . telecomando puntatore : 1 quasi sempre bisogna agitarlo per avere nello schermo la freccia attiva . 2 il pulsante con freccia a sinistra  non funziona correttamente : se sono ipotesi sul canale 2 poi passo al10 con il pulsante freccia a sx. non ritorna al 2 o dal 2 non ritorna al 10 quasi sempre. CHE FACCIAMO? NEL 20 AVEVO UN ALTRO lg e aNnche nel 19 sempre con telec. magico . non avevo questi inconvenienti.Vorrei estendere la garanzia di temi come devo fare.NON sono contento della garanzia dei primi 2 anni.,il precedente tv lg ha smesso di funzionare nel 25 mese ho dovuto buttarlo. SONO ritornato con Lg di nuovo , penso a questo punto di aver sbagliato. Colori da migliorare la concorrenza fa meglio. spero in una vs. chiamata per spiegami meglio - GRAZIE ', ' Buongiorno, ringraziandola per aver condiviso la sua esperienza relativa al prodotto, Le consigliamo di compilare il modulo che trova al link http://lge.ai/6420ySNXnVerrà contattato telefonicamente dal nostro Servizio Clienti per effettuare tutte le verifiche e fornirle suggerimenti utili Cordiali Saluti ', ' I have always had lg tv for sometime. My old one was linked to lg surround sound. This new TV features are ok. But The ai sound is rubbish sounded really tinny. But main problem is that I can not connect this to the lg surround sound by optical. Lg support is pointless after hours on phone still no way to work surround sound. ', ' Thank you for your recently submitted review and we are sorry to hear of the issues you have reported with your product. We can see from your review that you are experiencing some quality issues or some areas that you are not happy with on the product. We feel that a dialogue with one of our customer service team would be beneficial as it is quite possible some of the issues you are reporting could be addressed in a dialogue with them. There are many settings and complex features on our product which can be adjusted in order to get the best out of your LG product.We would recommend to get in touch with them on 0344 847 5454 to discuss your case, alternatively you can contact them via email or webchat via our website at https://www.lg.com/uk/supportRegardsLG Electronics UK ', ' Desde siempre me han molado bastante las TV porque paso muchas horas jugando a la play, me flipa el tema de la imagen, tiene un procesador súper potente que hace que la calidad de imagen 4K sea espectacular y los colores tanto claros como oscuros súper precisos. Además el sonido es claro y nítido ', "" Great picture and good sound. The only thing that brings it down to 4 stars is that it sometimes won't load the BBC Iplayer app, I have to switch off and back on again. All other apps load OK, didn't have this problem with my previous LG TV and there is no problem with my Internet connection. "", "" Possiedo già questo modello, con soddisfazione, nei formati 49 e 65... quindi non avevo dubbi. L'unica nota dolente, come già verificato con gli altri 2 televisori prima citati, è il telecomando...analogo e che conferma essere poco pratico/funzionale "", ' Esta smart TV es súper fácil de utilizar, el menú va súper rápido y es muy intuitivo. Además las aplicaciones van como en el ordenador. La imagen y el sonido son muy buenos y el diseño de la TV también me gusta. ', ' Soy fotógrafo y me fijo mucho en los detalles de la imagen, con esta TV la tecnologia HD 10 Pro hace que la imagen tenga el brillo adecuado y los colores súper nítido. Se intensifica el HDR ']",LG ,10
289,"LG - Smart TV NanoCell 4K 65"" 65NANO886PB-Frozen Silver",Tv NanoCell,"€ 899,00",Dimensione schermo-pollici : 65 pollici,True,-40.0%,"[' Estuve comparando modelos de LG y de otras marcas y lo que realmente inclinó la balanza es que LG reproducía más formatos de vídeo: reproduce algunos AVI, muchos MKV, pero no me reproduce MOV ni MP4 (aunque en las especificaciones lo ponga, LG debería subsanar el tema de los códecs) La tele tiene muchos ajustes, que hay que ir probando hasta que des con los que te gustan, pues al principio con los de serie no te deja muy contento. Diseño elegante, aunque la peana central da sensación de poca estabilidad, y te da un poco de miedo mover mucho la tele. Hubiera sido mejor la doble pata.Muy útil el botón directo a Netflix y muy útil el mando/ratón. ', ' (Esta reseña se ha recibido a través de una promoción.) Llevamos un día con el producto en casa y estamos encantados con la multitud de posibilidades del aparato y la compatibilidad con el universo y plataformas ""on line"". De hecho ya hemos instalado todas las aplicaciones de las que disponemos alta y estamos disfrutando a tope con los servicios y el salto de calidad extremos respecto al antiguo televisor que reinaba en nuestro salón.Los menús y la interface es sencilla e intuitiva y lo fácil que supone con la compatibilidad que ofrece el AirPlay de Apple con el móvil o tablet (las sesiones de fotos son maravillosas y cobrar otro sentido...).Dispuestos y encantados de disfrutar con este Nano por mucho tiempo. ', ' Dudaba entre 65 o 55 pulgadas, ya que la distancia a la que miro la tv es de 2,7 metros, al final escogimos la de 65 y ha sido todo un acierto , ya que se ve perfectamente y es el tamaño adecuado .La configuración es muy intuitiva y fácil .El sonido Dolby Atmos que incorpora es muy nítido y envolvente por lo que no creo que sea necesario añadirle una barra de sonido. En nuestro caso tenemos a barra de sonido y es como tener el cine en casa.En cuanto al conjunto hardware/software, tiene una respuesta muy rápida y el manejo de los menús es extremadamente intuitivo. Sin duda la recomiendo 100% ', ' El dispositivo cumple con todas las expectativas de un televisor de alta gama, no tiene nada que envidiar a sus hermanos mayores OLED. Venía buscando un televisor de gama media y por calidad-precio me quedé con esta hermosura de televisor. Colores fieles, vivos, alto contraste, buen brillo. Además, tiene AI que postprocesa la imagen para dar un resultado aún más increíble de los que el panel ya puede ofrecer de serie. Tú no te adaptas a la tele, la tele se adapta a tí, y, al contenido que te gusta sin tener que preocuparte en absoluto. ¿Eres gamer? es ideal para tí, tiene perfiles que optimizan la salida de imagen a tu consola. ¿Te preocupa la estética? Los marcos son ultra delgados y se ajusta a cualquier set up. ', "" Ich bin überwältigt wie gut der Fernseher für diesen Preis ist. Zu aller erst dachte ich, dass heutzutage ein LCD Fermseher kaum noch mit den LED, OLED etc Technologien noch mithalten kann. Aber was LG da noch aus LCD Technologie rauskitzelt, ist echt krass. Farben sind spektakulär, HDR funktioniert super, Schwarzwerte und Helligkeit sind Top.Lautsprecher sind wie bei allen Fernsehern natürlich nicht überragend aber liefern trotzdem satten Sound und genug Bass. Dafür gibt's ja aber hoffentlich noch eine Soundbar ;)Steuerung mit der MagicRemote ist intuitiv und einfach, Apps laufen alle tadellos und schnell, Spracherkennung funktioniert.Es ist einfach alles perfekt. Für den Preis kann man gar nicht zweimal überlegen. "", ' Der Fernseher ist sehr leicht einzustellen, und erkennt die angeschlossenen HDMI Geräte automatisch und man hat sofort die Namen drin. Bild und Ton sind beide erstklassig. Die Schwarzwerte sind super und die Farben kräftig und klar. Bei schnellen Bewegungen gibt es keine Pixelbildung wie es bei manchen teuren Geräten der Konkurrenz der Fall ist. Der Ton ist satt und man hat verschiedene Tonmodis zur Auswahl. Außerdem ist der Fernseher perfekt zum Zocken. Das Bild wird automatisch umgestellt auf HDR ohne Aussetzer und die Latenz ist nicht zu merken. ', ' La TV es espectacular, tanto la imagen como el sonido, los colores son muy vivos y es sensacional la reproducción en 4K con el HDR, el sonido es envolvente y le he añadido una barra de sonido quedando como en el cine, la imagen se ve nítida desde cualquier ángulo, la navegación es muy fácil y atractiva con el sistema webos, el mando es muy facil de manejar por los accesos que tiene tanto por el reconocimiento por voz y por el netflix, amazon, alexa etc. Estoy muy contento con ella. ', ' Compré la televisión para un regalo y es increíble. Tiene una resolución maravillosa, con PlayStation 4 se activa el modo HDR y la imagen mejora muchísimo. Internet va muy fluido, lo único peculiar que le pasa a mi tele es que cada sábado se resetea la contraseña del wifi y hay que volver a meterla y a veces estamos un rato sin internet. El mando es muy cómodo de manejar, más que el anterior modelo, aunque es un poco más grande que el otro. Relación calidad/precio: muy buena. ']",LG ,8
